id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4674916257105071,KvqUFtOlV,7360562686,新侠客行,我可没看空，去年就一直看多，今年看高3900点呢！市场没到就没办法了。回调的时候也没看空做空，我们采取观望回避一下短期风险总可以吧！没有买卖没有伤害，总行了吧？侠哥炒股27年没开过一张空单，没有一分钱是做空或融券中国股市赚的。侠哥是单边多头主义！,,,,,6,100,1551,2021-08-27 21:19,HUAWEI Mate 40 Pro,,,,
4675281376248185,KvApzqdrb,1648948823,证券市场周刊市场号,#经典阅读#【“共同富裕”对中国股市意味着什么？】洪灝认为，在上周的抛售之后，恒生指数已经到达了一个重要的低点。虽然未来恒指仍有可能出现第二个却更高的低点，但是长线投资者应该开始关注恒指的长期投资价值，并怀着这个大局观相应地布局。O“共同富裕”对中国股市意味着什么？,,,,经典阅读,152,34,94,2021-08-28 21:30,微博 weibo.com,,,,
4674425931434820,Kve9P61gg,2144596567,洪榕,扩大直接融资比重，这个预期没有让券商板块走牛，但却实实在在压制了银行板块的未来想象力，所以，银行板块成了中国股市市盈率几乎最低的板块。,,,,,34,63,406,2021-08-26 12:50,华为Mate40保时捷设计,,,,
4671190452406928,KtRZja69q,2959386434,镇长有点帅,截止到下午两点半，沪深三大指数均跌2%。两市3700多企业下跌，半导体、酿酒、医药、医疗板块重挫…，真想给某会邦邦两拳，中国股市系不系病了,,,,,2,11,201,2021-08-17 14:34,,,,,
4672298029946654,KukNIFJzU,5026058871,梁琰操,中国股市暴涨暴跌是常态，在暴跌后，恐慌，沮丧，或者抱怨于事无补，优秀公司腰斩通常是长线布局的机会。下次暴涨后也记得恐惧但凡不能杀死你的，终将会使你更强大--尼采,,,,,39,17,86,2021-08-20 15:55,HUAWEI P40 Pro+ 5G,['https://wx2.sinaimg.cn/large/005u8PvFgy1gtnb4jj3i9j30t60xm7ff.jpg'],,,
4666791236731696,Ks1xNsfdK,7507866869,大盛说,中国船舶，涨停了。在结构向好、较为稳定的金融市场，遵循价值投资规律，一定是今后中国股市投资的主旋律，一些具有坚实基础的良性国有上市企业财报很好，多年来却被严重低估值，因此这些股票必将成为基金经理的重点投资方向。（股市有风险，投资需谨慎）,,,,,11,29,162,2021-08-05 11:13,,['https://wx2.sinaimg.cn/large/008c6f8Vly1gt5r9fcsnyj30u012xjvi.jpg'],,,
4675098756253889,KvvF1qeVb,3953142551,翟光宏-微博,3312.72，中国股市共同富裕底焊牢了！底部焊牢了，向上就一切皆有可能了！本人今后将不再判断向上的空间。今后如果自己赚够了，本着共同富裕的原则，就减点仓位，把赚钱的机会让点给别人。友情提醒，共同富裕底为本博首发，不得侵权！如有引用，必须注明！,,,,,8,30,102,2021-08-28 09:24,HUAWEI Mate 30 5G,,,,
4676335416382103,Kw1PDqMh9,2128520307,永恒的价值投资,中国股市，勇创全球第一熊市！@央视新闻@人民日报@证监会发布@银保监会,,,"央视新闻,人民日报,证监会发布,银保监会",,33,32,64,2021-08-31 19:18,HUAWEI Mate30 Pro 5G,"['https://wx4.sinaimg.cn/large/002k33mHly1gu06f6lsbwj60u01p8agb02.jpg', 'https://wx4.sinaimg.cn/large/002k33mHly1gu06q79a5fj60u01p8tdp02.jpg', 'https://wx2.sinaimg.cn/large/002k33mHly1gu06q7nnj2j60u01p8ten02.jpg', 'https://wx1.sinaimg.cn/large/002k33mHly1gu06q801clj60u01p8tdo02.jpg', 'https://wx3.sinaimg.cn/large/002k33mHly1gu06q8hfx7j60u01p87ae02.jpg', 'https://wx2.sinaimg.cn/large/002k33mHly1gu06q8yry6j60u01p8wl702.jpg']",,,
4672671482643433,Kuuw4b5G1,6092503014,北落的师门,上面希望把中国股市弄成优秀努力的企业不允许赚钱，外资不敢来，机构不敢长期投资的市场？悲观者总会过度解读，这是乐观者的机会。18年运动式监管带来的教训，15年完全放任的教训，我想都会被吸取，那可是中国最有智慧的一帮人了。,,,,,8,11,63,2021-08-21 16:39,iPhone 11 Pro,,,,
