id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4901363094654488,N0zsxjwQo,1888116862,投鱼问道,段子：母亲送孩子上学时，大盘3000点；母亲送孩子上大学了，大盘还是3000点，现在孩子也要当母亲了，大盘也是3000点！真希望，天下所有的母亲，都像中国股市的点位，永远年轻！,,,,,21,24,413,2023-05-14 18:18,微博网页版,,,,
4907008870581850,N2WkD2rmG,2828204371,吴小朋同学,房地产，股市都不行，消费也坚难。把股拉起来，形成长牛市，个人投资者，社保基金养老金都会大赚，1亿股民消费也会增加起来，当然不要搞到泡泡，慢慢的修复，修复到合理就行了。因为现在中国股市沪深300低估，上证50严重低估。,,,,,10,32,173,2023-05-30 08:12,Xiaomi 13 Pro,,,,
4904845444122653,N223ehiup,1264138094,石小杰微博,石爷聊二句:臭不脸的中国股市里有内贼汉奸，不除掉这些内鬼中国股市没希望!黑嘴大忽悠清除网络平台禁言小散才不受欺骗和伤害L石小杰微博的微博视频,,,,,26,47,227,2023-05-24 08:55,微博视频号,,"http://f.video.weibocdn.com/o0/erRc95itlx085GmirHYI01041204O8hE0E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1711423816&ssig=yzSQU%2FqHo6&KID=unistore,video",,
4901273645879632,N0x8goFyM,3098456133,老c队长,#母亲节#母亲送女儿上学时，大盘3000多点；母亲送女儿上大学了，大盘还是3000多点，现在女儿要当母亲了，大盘也是3000多点！祝天下所有的母亲，都像中国股市的点位，永远年轻。,,,,母亲节,5,14,126,2023-05-14 12:22,赞就涨停的HarmonyOS设备,,,,
4904679853002502,N1XK9cB5s,1287463264,雪球平安内含价值,最近的中国股市走出了经济危机的感觉，实际上，我们的经济韧劲是很好的。很多人说美国经济好，那我们也可以举债发消费券给民间消费，一个人一千块，通胀立马上去，全社会去库存加快，想要这样的效果吗？,,,,,8,35,72,2023-05-23 21:57,HUAWEI P30 Pro,,,,
4906129337360821,N2zs1uSSV,2983904317,腾腾爸,讲几句股市吧：中国经济没问题，中国股市也没问题，别股票一跌，就跟什么似的哭天抢地。焦虑没用，阴阳怪气没用。找到好企业，价格低处死抱死守，别扯其他没用的。,,,,,15,19,59,2023-05-27 21:57,荣耀Magic3 5G,,,,
4901287995118925,N0xvpltFj,1854368294,投行泰山,转：母亲送孩子上学时，大盘3000多点；母亲送孩子上大学了，大盘还是3000多点，现在孩子也要当母亲了，大盘也是3000多点！真希望，天下所有的母亲，都像中国股市的点位，永远年轻！！,,,,,15,22,105,2023-05-14 13:19,iPhone 13,['https://wx4.sinaimg.cn/large/6e876a26gy1hdxu9h8qvlj20wi17ogt1.jpg'],,,
4905767607731637,N2q2AwrlP,2183570524,雪球,#2023股东大会调研见闻#中远这几年的分红，也是非常非常慷慨的，应该在A股里面也是独一份，没有其它公司能赶上。这两年中国股市进入中特估的时代，业绩越好就跌的越惨，业绩越惨涨得越好，这是一个不争的事实。O中远海控2022年度股东大会问答实录,,,,2023股东大会调研见闻,19,8,51,2023-05-26 22:00,微博 weibo.com,,,,
4897757825339157,MF17UmoXr,1445403190,财富密钥,中国股市风景这边独好！非要假装自己懂美国。瞎扯淡而已！听党话跟党走！中特估高质量发展新动能把这些关键词理解了就是A股赢家！凡是还在矫情美国加不加息，拿美国说中国事的，都可以取关了。呵呵！,,,,,4,2,49,2023-05-04 19:32,HUAWEI Mate 40 Pro,,,,
4903536863739919,N1u0CfGVh,5802446902,好股要_重仓,但斌炒股30年了，赚了160%。董宝珍炒股30年，赚了1%。葛大妈炒股13年，赚了200%中国股市30年，涨了0.23%中国足球30年，没有赢过著名北交所，没有交易量，一潭死水中国房价世界第一,,,,,6,11,38,2023-05-20 18:15,iPhone客户端,,,,
