id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4918382362625162,N7IcYb0Vk,7751678845,广西小wu,2023上半年A股收官联特科技以7.7倍的涨幅夺得冠军，剑桥科技、曙光数创、中际旭创、鸿博股份上半年累计涨幅超过四倍，进入前五名。,,,,,43,101,3804,2023-06-30 17:26,,,,,
4918383290097411,N7Iet0pl9,5729091448,基金致富之路,收盘全是利好，从目前A股和全球市场的逆差来看，这已经不是简单的市场波动，是经济战争，有资本在恶意做空人民币。基金之道超话#人民币汇率跌破7.25#,,,,人民币汇率跌破7.25,10,39,114,2023-06-30 17:30,基金之道超话,"['https://wx4.sinaimg.cn/large/006fIGoMly1hfgdkmovyij30no0zkgp1.jpg', 'https://wx2.sinaimg.cn/large/006fIGoMly1hfgdmcbinpj30gg0zkdil.jpg']",,,
4918394128959797,N7IvWBAQR,1234139431,林耘,“新发展模式不能仅靠拿地、融资这老两招。”万科郁亮总这话说得对，不如取消A股定增吧，正好本来申请延期到6月29日回复定增问询函也没看到公告捏。如果不是为了引入特定战略投资者，以郁亮、祝九胜的高超财技，万科没定增融资这150亿元，太阳照样升起。,,,,,4,15,54,2023-06-30 18:13,HUAWEI Mate 40 Pro,['https://wx3.sinaimg.cn/large/498f7927ly1hfgf3n15s6j20u03m97lc.jpg'],,,
4918450050310102,N7JY91iFE,5244183267,麒麟神侯,英伟达丝毫没受到影响，A股尿了一个礼拜,,,,,16,28,116,2023-06-30 21:55,涨停板,['https://wx1.sinaimg.cn/large/005IU3D5ly1hfgla9zg2qj30un121wsk.jpg'],,,
4918380899865293,N7IaBFopD,1264138094,石小杰微博,臭不要脸的A股跌的比谁都快涨的比谁都慢!申国经济比谁都好股市比谁都差，股民比谁都多亏损比谁都惨，股市比谁都熊新股发行比谁都牛，!,,,,,4,12,104,2023-06-30 17:20,Samsung Z Fold2 5G,"['https://wx1.sinaimg.cn/large/4b59376ely1hfgdcdqec0j20nc1smh8w.jpg', 'https://wx4.sinaimg.cn/large/4b59376ely1hfgdccq0ahj20nc1smnkd.jpg', 'https://wx3.sinaimg.cn/large/4b59376ely1hfgdcdedq0j20nc1smtwi.jpg', 'https://wx1.sinaimg.cn/large/4b59376ely1hfgdcblxw7j20nc1smnkv.jpg', 'https://wx3.sinaimg.cn/large/4b59376ely1hfgdcbvxzuj20nc1smkcb.jpg', 'https://wx4.sinaimg.cn/large/4b59376ely1hfgdcc7izqj20nc1sm1dv.jpg', 'https://wx2.sinaimg.cn/large/4b59376ely1hfgdccg3xej20nc1smh7l.jpg', 'https://wx4.sinaimg.cn/large/4b59376ely1hfgdce0hnbj20nc1sm1dd.jpg', 'https://wx1.sinaimg.cn/large/4b59376ely1hfgdce8rs0j20nc1sm1fl.jpg']",,,
4918350386039599,N7HnoplaT,3050893364,万点昊,A股式尴尬：三天净值跌超20%，昔日公募一哥任泽松产品收益波动超60%，深陷“押宝式持仓”。高毅冯柳：“押宝式持仓”这事儿我熟啊！,,,,,1,15,65,2023-06-30 15:19,,,,,
4918461229437496,N7KgaDB7G,1854368294,投行泰山,炒A股，必须要留有余地,,,,,12,9,78,2023-06-30 22:40,iPhone 13,"['https://wx3.sinaimg.cn/large/6e876a26gy1hfgmkozpnrj20ad059aah.jpg', 'https://wx1.sinaimg.cn/large/6e876a26gy1hfgmkomgsrj209z0aqmy6.jpg']",,,
4918441649379851,N7JKADm7V,1638782947,新浪财经,【#上半年A股IPO融资额位居全球第一#】2023年上半年，A股共有173家公司首发上市，共筹资2104亿元人民币，IPO数量和筹资额分别占全球的28%和50%。（格隆汇）,,,,上半年A股IPO融资额位居全球第一,28,36,107,2023-06-30 21:22,微博网页版,['https://wx3.sinaimg.cn/large/001MUaj1ly1hfgkbyzlbgj61640qinj002.jpg'],,,
4918476396041270,N7KEDplBQ,2553695304,卢晓周,人民币国际化至今步履蹒跚，A股至今妖孽横行，应该讲，这是美国深度操纵的结果，是美国阻止人民币替代美元，A股替代美股的精心布局。,,,,,4,8,61,2023-06-30 23:40,Android,,,,
4918354932402880,N7HuJa568,5702772557,刘昌松-只做免费内容,A股放量上涨成交9186亿，近4000家上涨涨停60家，后市怎么走？L刘昌松-只做免费内容的微博视频,,,,,7,25,136,2023-06-30 15:37,微博视频号,,"http://f.video.weibocdn.com/o0/qKe2aLi4lx086DOQ7LNe010412015OnB0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1711421937&ssig=wlpiS7%2F5A2&KID=unistore,video",,
