id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4751933921559995,LlN2o6xPd,5828706619,狂龙十八段,不知道过半年，有谁记得今天的非理性抛出手里的基本面标的，到底当时是为啥？中国股市杀到今天，已经不是流动性，不是行业价值的问题，而是信心受损的问题不管是阿里，腾讯，还是国内这些新能源，其价值都远被低估，但面临的还是源源不断的恐慌性抛压，其实监管真的，早可以做很多事的,,,,,11,74,775,2022-03-28 09:59,微博网页版,,,,
4747349173731789,LjRLDfEO9,1961271625,木火通明,a股奇葩的监管者：证监会！中国的股市被国外资本打成这样，监管一句话也不说，为什么？而一只股票几个涨停，马上发函行问为啥这么涨？天天跌，大盘快跌停了，也没人说一句话？中国股市真的这么喜欢跌不喜欢涨？所以作为a股的股民，当下这个情况还是感觉一丝的悲凉！,,,,,32,199,803,2022-03-15 18:21,华为Mate40保时捷设计,"['https://wx2.sinaimg.cn/large/74e6a149ly1h0aqmow5bjj20u01skwl0.jpg', 'https://wx2.sinaimg.cn/large/74e6a149ly1h0aqmp56igj20c80bk3yq.jpg', 'https://wx3.sinaimg.cn/large/74e6a149ly1h0aqmpglq2j20u01sk0ys.jpg', 'https://wx2.sinaimg.cn/large/74e6a149ly1h0aqmq9792j20u01sx10l.jpg', 'https://wx2.sinaimg.cn/large/74e6a149ly1h0aqmr2dk2j20gv1lfn28.jpg', 'https://wx2.sinaimg.cn/large/74e6a149ly1h0aqmsuo1qj20u01sk0y6.jpg']",,,
4744739078802951,LiLRNAW35,2194868354,科技疯汇,中国股市真的奇葩，可以说中国股市=赌博。这两年全球稳定来说中国第一了吧，结果股市依然没好过，并且外国大跌#A股大跌#，但外国大涨A股依然不涨。这两天可以说是股灾一样，中国股票没人看企业前途，全是资本炒家。所以大家真别买，包括基金！,,,,A股大跌,81,363,1530,2022-03-08 13:30,,"['https://wx4.sinaimg.cn/large/82d30882gy1h02es9ldh7j20zo13b104.jpg', 'https://wx4.sinaimg.cn/large/82d30882gy1h02esabn4yj20zo13ljys.jpg']",,,
4747603789221530,LjYoiCGWm,1663010745,秦枫,有些市场人士认为港股和内地股票大跌是打金融战，其实金融战早就开打了。如果西方资本要攻击中国，肯定不是股市，因为中国股市泡沫不高，可能是房地产。但中国防范早威力不会太大…,,,,,23,135,521,2022-03-16 11:13,iPhone 13 Pro,,,,
4751922273452077,LlMJBeu2F,1237389341,张捷观察-谁是谁非任评说,#张捷财经观察#股市的牛市熊市，除了价格高低以外，成交量多少和融资额多少都是重要的指标，融资额暴跌说明已经到了熊市的阶段，而中国股市近年来的特点就是价格不高，但不断长胖，IPO如同下饺子，还开新板块。不过下面应当是全球的好日子都要过去了。,,,,张捷财经观察,34,47,333,2022-03-28 09:13,HUAWEI Mate30 Pro 5G,['https://wx3.sinaimg.cn/large/49c1101dly1h0pbubdp6xj20j20iawl6.jpg'],,,
4747295137993149,LjQmtxxnL,1609962335,曦阳思慕,一人一句送给中国股市A股，哦不，还是送给管股市的人吧~,,,,,50,324,1025,2022-03-15 14:47,微博 weibo.com,['https://wx3.sinaimg.cn/large/5ff6135fgy1h0akfdu27nj20jp0dlgmp.jpg'],,,
4752403797118217,LlZgftRLX,1264138094,石小杰微博,看看你丢不丢人？中国的股民都丢不起人！真不知道中国股市为什么会这德兴？,,,,,13,83,345,2022-03-29 17:07,Samsung Z Fold2 5G,"['https://wx2.sinaimg.cn/large/4b59376ely1h0qv3os2zaj20nc1smdzr.jpg', 'https://wx1.sinaimg.cn/large/4b59376ely1h0qv3p39lqj20nc1smtt0.jpg', 'https://wx2.sinaimg.cn/large/4b59376ely1h0qv3pbk2zj20nc1smnhw.jpg', 'https://wx3.sinaimg.cn/large/4b59376ely1h0qv3pl11lj20nc1smqjz.jpg', 'https://wx3.sinaimg.cn/large/4b59376ely1h0qv3py7ejj20nc1smwvb.jpg', 'https://wx3.sinaimg.cn/large/4b59376ely1h0qv3q57a4j20nc1smar3.jpg', 'https://wx2.sinaimg.cn/large/4b59376ely1h0qv3qet15j20nc1smdvy.jpg', 'https://wx4.sinaimg.cn/large/4b59376ely1h0qv3qr0u8j20nc1smqkm.jpg', 'https://wx1.sinaimg.cn/large/4b59376ely1h0qv3r6mmxj20nc1smwya.jpg']",,,
4747283150930006,LjQ393TW6,5066260790,厦禾路股添乐,难怪这是要回3000的节奏，希望有生之年，可以看到中国股市上4000点~！,,,,,1,45,267,2022-03-15 13:59,微博 weibo.com,,,,
4747382446888122,LjSDisTUK,2181597154,俄罗斯卫星通讯社,【中国在私人5G网络方面处于世界领先地位】-中国减少对煤炭进口的依赖；-日本银行比中国银行更有优势吗？；-新冠疫情如何影响中国股市的走向。O中国在私人5G网络方面处于世界领先地位,,,,,6,35,192,2022-03-15 20:34,微博 weibo.com,['https://wx1.sinaimg.cn/large/002nDL4Sly1h0aro77zmhj61hc0u0tgd02.jpg'],,,
4742958483510545,Li1xSeJfH,1453372141,赵盛烨,有些基金经理太不靠谱了，去年我就说过中国股市已经逐渐摆脱了对美股的跟从，走出了独立行情，同时美国疫情导致全美经济紊乱甚至美国全局经济危机。有些人偏偏扭着来，能赚钱才怪呢。看看我们的组合，半年已经超过25%盈利了，所以，不信我的，就等着亏损呗…#基民半个月亏掉300天收益#,,,,基民半个月亏掉300天收益,2,13,125,2022-03-03 15:34,,"['https://wx2.sinaimg.cn/large/56a0b2edgy1gzwqd7gyh1j20zs657hdt.jpg', 'https://wx3.sinaimg.cn/large/56a0b2edgy1gzwqdb67xqj20u00wsjtk.jpg']",,,
