id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4577689706434027,JwB3YqZMD,1216826604,wu2198,天天满仓喊牛市，又喜欢追涨杀跌，想不亏有难度。大家可以看看中国股市的历史，真正牛市的时间是很短暂的，只有很少数的一批个股走出了长期牛市行情。即使，拿对了牛股，也没有不被洗的，即使是中国神酒也曾经出现过几次腰斩的洗礼。。。。。这市场，讲的是如何活下来，然后才能考虑如何赚钱。,,,,,66,179,9103,2020-12-02 14:15,微博 weibo.com,,,,
4587757953093253,JAOZ5cYHb,1264138094,石小杰微博,石爷聊二句：中国股市不彻底改变不公平的交易规则外资不可能进场！多看少动看机构们折腾吧！听大忽悠们吹牛吧！L石小杰微博的微博视频,,,,,36,83,333,2020-12-30 09:03,iPhone X,,"http://f.video.weibocdn.com/3eYEWJaZlx07JaJvubS80104120dHS7B0E050.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1711529334&ssig=sWgiFEKzyT&KID=unistore,video",,
4580235867080636,JxFiGtHZO,2032139271,央证公开课,【中国股市30年发展史】#A股#浩浩荡荡三十载，日益成熟的中国股市见证了一批又一批优秀的上市公司。暮色苍茫看劲松，乱云飞渡仍从容，愿中国股市越来越好。(视频来源:市值风云APP)L央证公开课的微博视频,,,,A股,111,250,785,2020-12-09 14:53,微博视频号,,"http://f.video.weibocdn.com/IFh0N0GLlx07IDCQC8Ew01041207Svbn0E030.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1711529334&ssig=rHEhy4rXfK&KID=unistore,video",,
4587087846712673,JAxygsagV,1163390501,龚凯杰,A50已经创反弹新高了，这是给老外看的，哇，中国股市牛逼！（实际上，注册制次新股代表的个股，还在创新低！完全背离！）上午市场放量了，下午放量滞胀或者放量回踩，大家要谨慎一点！（收到666）,,,,,10,34,313,2020-12-28 12:40,,"['https://wx3.sinaimg.cn/large/4557ee25gy1gm3gt2amumj20u01goq87.jpg', 'https://wx1.sinaimg.cn/large/4557ee25gy1gm3gu5d2bbj20lq0vm150.jpg']",,,
4580559068605043,JxNHYA6z1,3612749480,山人I,"酒始皇(公元2020年3月始，卒于不详)，后人称2020年为酒元年。白酒酱香浓香科技异军突起，完成统一中国股市王朝的大业。后人称之为“千古一酒”。酒始皇姓白,名毛。汉族,出生于古夜郎国现贵州境,散户与名妓娇称其为“真香！”其特性具有“贵不贵都涨，谁买谁知道！”",,,,,3,71,448,2020-12-10 12:17,360安全浏览器,['https://wx1.sinaimg.cn/large/d7562ea8ly1glin1ooef8j20hp0kp0ub.jpg'],,,
4583828020536708,JzaKu2fCA,1642585887,新浪证券,【致敬中国股市30周年超燃混剪】L新浪证券的微博视频,,,,,168,37,144,2020-12-19 12:47,微博视频号,,"http://f.video.weibocdn.com/VN5YfJuElx07ITr5S6fu010412024KGv0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1711529362&ssig=f4rE2Mbzzq&KID=unistore,video",,
4580606908831523,JxOX8B3tV,2122147865,我是沈阳宽宽,宽宽：惨不忍睹，中国股市的“双标”！#财经视频##微博财经#L宽宽课栈的微博视频,,,,"财经视频,微博财经",30,21,184,2020-12-10 15:27,微博视频号,,"http://f.video.weibocdn.com/v17J9IIblx07IFg4HIIE01041201dhdV0E010.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=775cb0ab963a74099cf9f840cd1987f1&ori=0&ps=1BVp4ysnknHVZu&Expires=1711529362&ssig=bpiQJBEGhf&KID=unistore,video",,
4578526248311943,JwWPeySjB,1249424622,但斌,【海通策略会】荀玉根：2021年中国股市展望O【海通策略会】荀玉根：2021年中国股市展望,,,,,109,5,101,2020-12-04 21:39,iPhone 11 Pro Max,,,,
4587518516802838,JAIKTsxJc,5970687941,龙头笔记,中国股市四化：#股票#1.资金内卷化：增量缺乏，外资炒短，存量资金零和博弈。2.指数空心化：指数大涨，个股小涨；指数微跌，个股大跌。3.个股分化：结构性行情，二八分化。4.阶层固化：股东负责套现，机构负责抱团，散户负责接盘，信披负责编故事。5.股评负责讲段子，点赞的人负责发财。,,,,股票,10,12,73,2020-12-29 17:11,微博 weibo.com,['https://wx1.sinaimg.cn/large/006w4oGpgy1gm4ubxtz3kj30b407hgnj.jpg'],,,
4583454086269593,Jz11mqj0t,1483330984,侯宁,在中国股市实现财务自由很容易。你自由了么？#遇见美好#,,,,遇见美好,57,90,250,2020-12-18 12:01,HUAWEI P40 Pro 5G,['https://wx2.sinaimg.cn/large/001CnU9ily1glrvivsxj3j60mj0ootai02.jpg'],,,
