0,1,2,3,4,5
date,guoa,shenzong,shena,shangzheng,shanga
2019-09-02,1.834100,2.258700,2.262000,1.312100,1.311800
2019-09-03,0.412700,0.658500,0.660500,0.206800,0.206600
2019-09-04,0.852200,0.667300,0.668400,0.930300,0.932000
2019-09-05,0.972100,0.930500,0.931100,0.962100,0.961000
2019-09-06,0.485000,0.355400,0.355800,0.460100,0.460500
2019-09-09,1.394600,1.913100,1.915900,0.838000,0.836600
2019-09-10,-0.171300,-0.112200,-0.111900,-0.116900,-0.116900
2019-09-11,-0.699400,-0.935000,-0.937000,-0.410100,-0.411600
2019-09-12,0.813500,0.579800,0.580400,0.745300,0.747600
2019-09-16,-0.009900,0.229800,0.232000,-0.015900,-0.016400
2019-09-17,-1.956300,-2.002100,-2.003000,-1.736800,-1.736900
2019-09-18,0.273900,0.257500,0.256800,0.253200,0.253000
2019-09-19,0.710900,1.028100,1.029900,0.456200,0.456600
2019-09-20,0.202200,0.162400,0.162700,0.239000,0.238700
2019-09-23,-0.993600,-0.912300,-0.913700,-0.976900,-0.979100
2019-09-24,0.303000,0.331200,0.330900,0.277600,0.277700
2019-09-25,-1.283200,-1.608400,-1.609500,-1.001800,-1.003000
2019-09-26,-1.721200,-2.505000,-2.510700,-0.891400,-0.890900
2019-09-27,0.537800,0.910000,0.911000,0.105200,0.104300
2019-09-30,-1.079100,-1.057600,-1.060400,-0.920100,-0.922700
