id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4917267400495736,N7fcE24XK,7751678845,广西小wu,在中国股市里不要轻易说踏空，都三十多年了你见过买不到的票吗？对于绝大多数股民来说只有错过卖出的机会，股民的亏损程度说明了一切。我们要尊重事实，不要张口就来……,,,,,79,317,6768,2023-06-27 15:36,,,,,
4916158366749619,N6MlSsjSP,1905549057,扬韬,中国股市的尿性又显现出来了。端午节前的大跌已经让持股的人忐忑不安，两天假期，外围跌幅虽然不大，但出了不少大事情，历史上，中国股市会把这些事情都理解成利空，所以，节后再大跌一下大约是应有之义。可怜我大A小散，茫茫然不知所措，只能等着股市跌，心头一把又一把飞刀扎来。,,,,,104,49,267,2023-06-24 14:09,iPhone 13 Pro,,,,
4916922951667478,N76f56ZMO,1306293665,姚忠震,就一句话不吐不快，有天天跌就会有天天涨，这就是股市，中国股市。同意点赞，反转在即！是反转，真正的反转！突破6124点的反转！也就是说十几年来，这是第一次，第一次，第一次！！！,,,,,14,104,310,2023-06-26 16:47,iPhone 11 Pro Max,,,,
4917016911940996,N78GD88Wo,1247842652,少数豪,豪豪今天下午刚办了件“大事”：我给自己注销了股票账户，正式退出中国股市，成为“普通豪豪”。近来股市行情不好，虽也为股民着急，但不想切身感受。从今往后，豪豪退出走人，放弃经历市场行情的落落跌跌，不再是中国股市悲悲交错的一部分。我希望自己能保本，而不是成为新的“韭菜”,,,,,7,106,187,2023-06-26 23:00,,,,,
4913278692364576,N5zrf9V8k,1154258881,馬曼然,中国股市大双底有望构筑成功，结合这几年酝酿了近300万亿的m2，很有可能从现在开始进入一个大级别的行情。,,,,,112,0,697,2023-06-16 15:26,nova9Pro精彩由我摄定,,,,
4916913102914874,N75Zccei6,1264138094,石小杰微博,臭不要脸的中国股市你跟谁比?别天天吹牛逼骂别人了撒泡尿照照自己吧!,,,,,17,76,342,2023-06-26 16:08,Samsung Z Fold2 5G,"['https://wx3.sinaimg.cn/large/4b59376ely1hfbos3g13pj20nc1sme37.jpg', 'https://wx2.sinaimg.cn/large/4b59376ely1hfbos3r2ypj20nc1smtw0.jpg', 'https://wx3.sinaimg.cn/large/4b59376ely1hfbos402u3j20nc1smaxm.jpg', 'https://wx3.sinaimg.cn/large/4b59376ely1hfbos4be9xj20nc1sme3l.jpg', 'https://wx4.sinaimg.cn/large/4b59376ely1hfbos4vl56j20nc1sm7pl.jpg', 'https://wx4.sinaimg.cn/large/4b59376ely1hfbos58eptj20nc1sm7ow.jpg', 'https://wx1.sinaimg.cn/large/4b59376ely1hfbos5gheqj20nc1smaup.jpg']",,,
4916924444051356,N76hugZWs,1776830283,同花顺,原因找到了著名媒体人@胡锡进在个人微博上发文称，自己开了股票账户，正式进入中国股市。#A股##胡锡进开通股票账户#,,,胡锡进,"A股,胡锡进开通股票账户",23,28,118,2023-06-26 16:53,微博网页版,"['https://wx3.sinaimg.cn/large/69e8474bly1hfbq3v3cgyj20hk0ck75v.jpg', 'https://wx4.sinaimg.cn/large/69e8474bly1hfbq6inushj20ea0rtqdp.jpg']",,,
4915083132274046,N6knD9xAa,3499166470,擒牛师叶汶昌,丑陋的中国股市，戏弄散户的游戏。上周五大盘突破了，很多声音转多，再加上周末各种利好，中美和谈等诸多利好，都认为大盘会一路直上，谁知道，本周一开局就连续砸出三只乌鸦，抹掉前期所有涨幅。今天更是上演一年一度的端午劫。哀哉。#股票##券商#,,,,"股票,券商",2,16,74,2023-06-21 14:56,微博网页版,['https://wx4.sinaimg.cn/large/d0910b06gy1hf5uh9pi5lj20nb0i2k21.jpg'],,,
4917517618775913,N7lIdAP0Z,1224900857,马跃成,股市已经够惨的了，还不死心？要去祸害股市！就怕他天天发表股市评论，跌了绿了都是美帝责任，这中国股市永远都没希望了。,,,,,10,39,126,2023-06-28 08:10,nova5i 2400万AI四摄,"['https://wx4.sinaimg.cn/large/490280f9ly1hfdm7jnlcej209q0eajt6.jpg', 'https://wx2.sinaimg.cn/large/490280f9ly1hfdm7jt8fkj20u01bxwn1.jpg']",,,
4918309729862314,N7GjOFnDA,1807436544,老马自奋蹄,不管你认不认可，知不知道，世界是有逻辑的运行着。我想说，中国股市也一定有其规律，而AI人工智能肯定可以找到其实的规律。所以AI最有价值的应用场景应该是离钱最近的应用（L瞬间就懵逼了的微博视频）,,,,,54,12,45,2023-06-30 12:38,微博视频号,,"http://f.video.weibocdn.com/o0/O9zPtSxVlx07XoxCfR4s01041200GnQN0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1711421978&ssig=XP4m5bCaKc&KID=unistore,video",,
