id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip
4570943277501918,JtLyDvtAG,1249424622,但斌,“中国股市，三十而立”！我从业了28年，差不多20年以上的时间是在3000点左右或以下度过的，我不相信未来30年还在3000点晃悠。过去的30年“牛短熊长”，牛市没有超过2年的，熊市3年、5年、7年，未来的岁月大概率应该走慢牛吧，希望“牛长熊短”！,,,,,503,230,841,2020-11-13 23:27,iPhone 11 Pro Max,"['https://wx1.sinaimg.cn/large/001mysq2ly1gknyovs55oj61400u0n5o02.jpg', 'https://wx3.sinaimg.cn/large/001mysq2ly1gknyowclduj61400u012a02.jpg', 'https://wx2.sinaimg.cn/large/001mysq2ly1gknyovc1y2j61400u0dov02.jpg', 'https://wx1.sinaimg.cn/large/001mysq2ly1gknyowutfhj61400u07d702.jpg', 'https://wx3.sinaimg.cn/large/001mysq2ly1gknyoxbzj5j61400u0qb702.jpg', 'https://wx2.sinaimg.cn/large/001mysq2ly1gknyoypg0kj61400u0n6k02.jpg', 'https://wx3.sinaimg.cn/large/001mysq2ly1gknyoy0om0j61400u0jzn02.jpg', 'https://wx4.sinaimg.cn/large/001mysq2ly1gknyp01w4vj61400u0guw02.jpg', 'https://wx1.sinaimg.cn/large/001mysq2ly1gknyp1vbioj61400u0k0l02.jpg']",,,
4576339887653760,Jw1WQw75K,1030341137,市值风云App,今天，风云君想和各位老铁聊聊中国股市这波澜壮阔的30年。L市值风云APP的微博视频,,,,,145,21,97,2020-11-28 20:51,微博视频号,,"http://f.video.weibocdn.com/000OkMVVgx07ImtGrD6T01041207X7pu0E030.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1711530127&ssig=COt%2FdZMN3l&KID=unistore,video",,
4569722191088525,JtfN94zaR,1216826604,wu2198,中国股市也有一大批长线牛股，不要否定中国股市也有价值天堂。例如：神酒，神酱油，神疫苗，神家电，神空调，神化学，神防水，神榨菜，神猪等等。关键你自己，是不是长线价值投资者！,,,,,76,220,8502,2020-11-10 14:35,微博 weibo.com,,,,
4576880898092336,Jwg1rxXby,1264138094,石小杰微博,今天生日不关心臭不要脸的中国股市，多想开心事．多做善事！但愿从今天开始大盘见底向3458发起进攻！年底送小散一份礼物结束鼠🐭年的灾难迎接牛🐂年的到来！🙏🙏🙏🙏L石小杰微博的微博视频,,,,,38,373,968,2020-11-30 08:41,iPhone X,,"http://f.video.weibocdn.com/BgBoAdSDlx07IoRiqeS4010412007g5d0E010.mp4?label=mp4_hd&template=544x960.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&ori=0&ps=1BVp4ysnknHVZu&Expires=1711530127&ssig=TSbf%2F0Grdz&KID=unistore,video",,
4574103220522422,Jv5Lk2bUa,2983904317,腾腾爸,我之所以如此强烈地看好A股的现在和未来，根本原因有两点：1、目前的中国股市严重地二元失衡，其中的低估端给整个市场提供了安全垫；2、目前的中国经济，在世界范围内，首屈一指地健康。有低估的标的，并且整体的成长性还如此良好。这就是我们全力做多A股的底气所在。,,,,,29,10,98,2020-11-22 16:44,HUAWEI P30 Pro,,,,
4575438410615088,JvEuR2A0M,1483330984,侯宁,早上好。什么是活力？这就是！中国股市该学学……#遇见美好##今日看盘#L侯宁的微博视频,,,,"遇见美好,今日看盘",191,57,429,2020-11-26 09:09,微博视频号,,"http://f.video.weibocdn.com/KL9md13Plx07IivENRLO01041200silZ0E010.mp4?label=mp4_hd&template=304x640.24.0&trans_finger=6038099a530779e853bb78b617dbd3ab&ori=0&ps=1BVp4ysnknHVZu&Expires=1711530177&ssig=xe7VuJRnSp&KID=unistore,video",,
4576989773562603,JwiR3eWNl,5496322207,与庄共舞天堂湖,#1996年出生的姑娘指挥火箭发射#巾帼英雄，年轻有为！希望中国股市也出来一位这样的人才，指挥A股火箭发射！,,,,1996年出生的姑娘指挥火箭发射,12,18,145,2020-11-30 15:54,微博 weibo.com,['https://wx1.sinaimg.cn/large/005ZY0ubgy1gl792cji9lj30io0bqwlc.jpg'],,,
4569333571007302,Jt5Gl4e2O,5127718948,交易行者孙,中国股市开启牛市三浪暴涨！,,,,,11,1,299,2020-11-09 12:51,iPhone XS Max(银色),['https://wx1.sinaimg.cn/large/005B1nWkly1gkittejst9j30kf0guwgm.jpg'],,,
4574139828404658,Jv6Imzgr0,1751963305,流水白菜的博客,中国股市每个阶段，都有很多高成长的骗局。我12年的时候，就发现这个规律,,,,,69,91,207,2020-11-22 19:09,HUAWEI P40 5G,['https://wx1.sinaimg.cn/large/686cd6a9gy1gky5ss41icj20u00gr413.jpg'],,,
4575886282855116,JvQ9ebYKg,1403996975,幽默2046,2019年12月，我曾谈过2020年上证指数目标是4114，11月马上结束，现在是3400，那么还有20%的空间，12月份一个月会不说爆拉根大阳线？中国股市就没啥不肯能的。#股票#,,,,股票,10,26,79,2020-11-27 14:49,微博 weibo.com,['https://wx1.sinaimg.cn/large/53af4b2fly1gl3qd8gagwj20j603ewga.jpg'],,,
