0,1,2,3,4,5
date,guoa,shenzong,shena,shangzheng,shanga
2020-10-09,2.508325,3.089991,3.092886,1.678783,1.679646
2020-10-12,3.069065,3.312157,3.315971,2.640189,2.641720
2020-10-13,0.357858,0.647937,0.648454,0.038253,0.038297
2020-10-14,-0.655456,-0.598510,-0.598901,-0.564676,-0.563182
2020-10-15,-0.503532,-0.698939,-0.699418,-0.257275,-0.257686
2020-10-16,-0.184098,-0.393868,-0.394120,0.125293,0.125208
2020-10-19,-0.761268,-0.702122,-0.702559,-0.710089,-0.710036
2020-10-20,0.944406,1.327212,1.328312,0.465963,0.465220
2020-10-21,-0.663245,-1.103325,-1.103738,-0.092491,-0.091329
2020-10-22,-0.384189,-0.487758,-0.489039,-0.376665,-0.377784
2020-10-23,-1.469506,-1.902553,-1.904783,-1.041609,-1.040124
2020-10-26,-0.204125,0.522899,0.524266,-0.819964,-0.819878
2020-10-27,0.216306,0.535965,0.536732,0.098332,0.097282
2020-10-28,0.539890,0.682816,0.682725,0.458539,0.458639
2020-10-29,0.379412,0.467409,0.468185,0.106734,0.107315
2020-10-30,-1.988674,-2.289638,-2.291790,-1.472622,-1.472502
